"","X","name","date_time","price","brand","model","year","title_status","mileage","color","vin","lot","state","country","condition","month","part_of_day","state_name","state_code","first_name","condition_in_hours","mileage_group"
"501",500,"Gustafson, Bob","07-26-2020 11:50:00",8610,"jeep","mpv",2019,"clean vehicle",22123,"silver","  1c4rjebg1kc776053",167697952,"ohio"," usa","2 days left","July","Morning","ohio","OH","Bob","48 hours left","Group 1"
"502",501,"Jacobson, Jeff","10-26-2020 16:50:00",28000,"mercedes-benz","gle",2018,"clean vehicle",40780,"white","  4jgda5jbxjb046383",167153817,"california"," usa","1 days left","October","Aftrenoon","california","CA","Jeff","24 hours left","Group 1"
"503",502,"Pascoe, Paul","05-27-2020 10:40:00",84900,"mercedes-benz","sl-class",2017,"clean vehicle",25302,"silver","  wddjk7ea3hf044968",167607883,"florida"," usa","2 days left","May","Morning","florida","FL","Paul","48 hours left","Group 1"
"504",503,"Callahan, Mark","06-29-2020 21:10:00",10840,"lexus","mpv",2017,"clean vehicle",36596,"black","  2t2bzmca4hc087456",167692655,"california"," usa","20 hours left","June","Evening","california","CA","Mark","20 hours left","Group 1"
"505",504,"Raboin, Chase","03-03-2020 12:20:00",100,"peterbilt","truck",2012,"salvage insurance",0,"blue","  1xp4d49x1cd144875",167529787,"florida"," usa","17 hours left","March","Aftrenoon","florida","FL","Chase","17 hours left","Group 0"
"506",505,"Pascoe, Paul","10-11-2019 20:40:00",11050,"ram","door",2017,"clean vehicle",30421,"white","  1c6rr7pt3hs659994",167668548,"new jersey"," usa","17 hours left","October","Evening","new jersey","NJ","Paul","17 hours left","Group 1"
"507",506,"Nitka, Clarence","12-27-2020 17:50:00",0,"chevrolet","door",2012,"salvage insurance",134938,"orange","  1g1jc5sh7c4114661",167650604,"oklahoma"," usa","17 hours left","December","Aftrenoon","oklahoma","OK","Clarence","17 hours left","Group 3"
"508",507,"Miss Knedle, Katherine","12-04-2020 12:40:00",1000,"chevrolet","door",2005,"clean vehicle",135675,"gray","  1gnet16s156132062",167781219,"wisconsin"," usa","21 hours left","December","Aftrenoon","wisconsin","WI","Katherine","21 hours left","Group 3"
"509",508,"Trimberger, Jason","06-22-2019 15:00:00",3570,"dodge","door",2015,"clean vehicle",17355,"black","  3c4pdcab2ft637813",167660417,"georgia"," usa","2 days left","June","Aftrenoon","georgia","GA","Jason","48 hours left","Group 1"
"510",509,"VanDenHoven, Bob","07-10-2020 20:50:00",25001,"ford","door",2017,"clean vehicle",27773,"gray","  1ftfw1ef5hfb70262",167765268,"michigan"," usa","2 days left","July","Evening","michigan","MI","Bob","48 hours left","Group 1"
"511",510,"Raboin, Chase","02-04-2020 14:10:00",0,"ford","door",2010,"salvage insurance",86841,"silver","  3fahp0ga3ar366961",167357806,"oklahoma"," usa","17 hours left","February","Aftrenoon","oklahoma","OK","Chase","17 hours left","Group 2"
"512",511,"Pascoe, Paul","12-30-2020 13:50:00",5630,"gmc","mpv",2017,"clean vehicle",58366,"black","  2gkfltek2h6317685",167702915,"virginia"," usa","2 days left","December","Aftrenoon","virginia","VA","Paul","48 hours left","Group 2"
"513",512,"Nitka, Clarence","01-17-2020 12:00:00",11100,"jeep","mpv",2019,"clean vehicle",11229,"white","  1c4hjxegxkw589301",167256954,"michigan"," usa","2 days left","January",NA,"michigan","MI","Clarence","48 hours left","Group 1"
"514",513,"Mr Frank, Tim","12-04-2021 09:20:00",4650,"hyundai","mpv",2019,"clean vehicle",27492,"white","  km8j23a44ku882752",167697953,"ohio"," usa","2 days left","December","Morning","ohio","OH","Tim","48 hours left","Group 1"
"515",514,"Callahan, Mark","12-25-2020 12:50:00",0,"lincoln","door",2005,"salvage insurance",89705,"green","  1lnhm87a25y619997",167154617,"minnesota"," usa","17 hours left","December","Aftrenoon","minnesota","MN","Mark","17 hours left","Group 2"
"516",515,"Mr Reimer, Dick","11-29-2020 20:00:00",3820,"nissan","mpv",2016,"clean vehicle",41654,"blue","  5n1at2mn5gc894272",167692784,"california"," usa","20 hours left","November","Evening","california","CA","Dick","20 hours left","Group 1"
"517",516,"Trimberger, Jason","03-02-2020 18:20:00",0,"peterbilt","truck",2009,"salvage insurance",982486,"blue","  1xp7d49x09d784257",167529788,"florida"," usa","17 hours left","March","Evening","florida","FL","Jason","17 hours left","Group 20"
"518",517,"Gutzman, Todd","11-03-2021 14:20:00",2900,"nissan","doors",2017,"clean vehicle",31954,"gray","  3n1ab7ap6hy249992",167668549,"new jersey"," usa","17 hours left","November","Aftrenoon","new jersey","NJ","Todd","17 hours left","Group 1"
"519",518,"Ms Schoen, Lisa","03-21-2020 20:50:00",50,"chevrolet","door",2008,"salvage insurance",172102,"blue","  1g1al58f787159241",167650632,"texas"," usa","17 hours left","March","Evening","texas","TX","Lisa","17 hours left","Group 4"
"520",519,"Wheeler, Mike","12-18-2020 14:40:00",5100,"chevrolet","pickup",2004,"clean vehicle",173321,"gray","  1gchk23204f232462",167781222,"wisconsin"," usa","21 hours left","December","Aftrenoon","wisconsin","WI","Mike","21 hours left","Group 4"
"521",520,"Kananen, Jeff","09-02-2021 21:10:00",4700,"dodge","door",2015,"clean vehicle",93423,"red","  3c4pdcgb7ft597655",167660427,"georgia"," usa","2 days left","September","Evening","georgia","GA","Jeff","48 hours left","Group 2"
"522",521,"McDonald, Tom","11-14-2019 10:30:00",29502,"ford","f-150",2017,"clean vehicle",14053,"red","  1ftfw1eg1hke28907",167765275,"michigan"," usa","2 days left","November","Morning","michigan","MI","Tom","48 hours left","Group 1"
"523",522,"Rautmann, Orval","04-08-2020 22:50:00",0,"ford","door",2008,"salvage insurance",145483,"red","  1fmcu03128kc80487",167357813,"oklahoma"," usa","17 hours left","April","Night","oklahoma","OK","Orval","17 hours left","Group 3"
"524",523,"VanDenHoven, Bob","05-31-2019 21:10:00",6160,"honda","door",2017,"clean vehicle",25956,"white","  1hgct1b89ha002933",167702919,"virginia"," usa","2 days left","May","Evening","virginia","VA","Bob","48 hours left","Group 1"
"525",524,"Nitka, Clarence","07-26-2020 21:00:00",10910,"jeep","mpv",2019,"clean vehicle",12253,"red","  1c4hjxeg8kw651309",167256956,"michigan"," usa","2 days left","July","Evening","michigan","MI","Clarence","48 hours left","Group 1"
"526",525,"Knipp, Rosalind","02-16-2021 21:00:00",3440,"hyundai","doors",2019,"clean vehicle",34895,"gray","  3kpc24a34ke050725",167697954,"ohio"," usa","2 days left","February","Evening","ohio","OH","Rosalind","48 hours left","Group 1"
"527",526,"Mrs Karas, Phil","10-04-2021 12:20:00",16000,"mazda","cx-3",2016,"clean vehicle",47753,"gray","  jm1dkbd74g0123647",167608540,"florida"," usa","2 days left","October","Aftrenoon","florida","FL","Phil","48 hours left","Group 1"
"528",527,"Nitka, Clarence","12-30-2019 22:40:00",3810,"kia","door",2016,"clean vehicle",39408,"black","  kndjx3ae3g7012477",167692796,"california"," usa","20 hours left","December","Night","california","CA","Clarence","20 hours left","Group 1"
"529",528,"Baker, Pat","06-12-2020 19:50:00",1025,"peterbilt","truck",2010,"salvage insurance",1017936,"color:","  1xp7d49x0ad793710",167529842,"georgia"," usa","17 hours left","June","Evening","georgia","GA","Pat","17 hours left","Group 20"
"530",529,"Hendricks, Dan","03-12-2019 23:00:00",3020,"nissan","doors",2017,"clean vehicle",33599,"white","  3n1ab7ap7hy223787",167668550,"new jersey"," usa","17 hours left","March","Night","new jersey","NJ","Dan","17 hours left","Group 1"
"531",530,"Halla, Al","10-25-2019 10:30:00",0,"chevrolet","door",2003,"salvage insurance",194673,"gray","  1gndt13s632267445",167650636,"texas"," usa","17 hours left","October","Morning","texas","TX","Al","17 hours left","Group 4"
"532",531,"Mr Reimer, Dick","08-07-2019 15:00:00",2000,"chevrolet","pickup",2003,"clean vehicle",507985,"red","  1gcgc24u53z128586",167781223,"wisconsin"," usa","21 hours left","August","Aftrenoon","wisconsin","WI","Dick","21 hours left","Group 10"
"533",532,"Rautmann, Orval","03-19-2020 15:00:00",3870,"ford","door",2010,"clean vehicle",185983,"white","  1fmcu4k37akb80224",167660491,"florida"," usa","22 hours left","March","Aftrenoon","florida","FL","Orval","22 hours left","Group 4"
"534",533,"Kline, Kent","01-31-2020 19:40:00",24811,"ford","door",2017,"clean vehicle",28464,"red","  1ftew1ep4hfb44546",167765278,"michigan"," usa","21 hours left","January","Evening","michigan","MI","Kent","21 hours left","Group 1"
"535",534,"Callahan, Mark","06-25-2019 19:50:00",75,"ford","door",2007,"salvage insurance",154989,"blue","  3fahp06z07r118828",167357820,"oklahoma"," usa","17 hours left","June","Evening","oklahoma","OK","Mark","17 hours left","Group 4"
"536",535,"Holewinski, Gene","02-22-2020 12:40:00",5420,"honda","doors",2017,"clean vehicle",16702,"black","  1hgcr2f55ha080596",167702922,"virginia"," usa","2 days left","February","Aftrenoon","virginia","VA","Gene","48 hours left","Group 1"
"537",536,"Mahlik, Nick","12-09-2019 21:00:00",11100,"jeep","mpv",2019,"clean vehicle",11449,"yellow","  1c4hjxegxkw600703",167256957,"michigan"," usa","2 days left","December","Evening","michigan","MI","Nick","48 hours left","Group 1"
"538",537,"Mr Trupke, Tim","08-11-2019 16:00:00",4750,"hyundai","mpv",2019,"clean vehicle",25847,"gray","  km8j23a4xku846404",167697955,"ohio"," usa","2 days left","August","Aftrenoon","ohio","OH","Tim","48 hours left","Group 1"
"539",538,"Ms BenDixen, Lonnie","03-14-2020 18:10:00",17900,"mercedes-benz","door",2015,"clean vehicle",49772,"gray","  wddhf5kbxfb099457",167609333,"florida"," usa","2 days left","March","Evening","florida","FL","Lonnie","48 hours left","Group 1"
"540",539,"Cousineau, Tom","04-20-2020 12:30:00",3800,"nissan","door",2015,"clean vehicle",83915,"black","  1n4al3ap6fc102604",167692884,"california"," usa","20 hours left","April","Aftrenoon","california","CA","Tom","20 hours left","Group 2"
"541",540,"Halla, Al","09-30-2019 11:30:00",3160,"nissan","doors",2017,"clean vehicle",40306,"silver","  3n1ab7ap0hy260843",167668551,"new jersey"," usa","17 hours left","September","Morning","new jersey","NJ","Al","17 hours left","Group 1"
"542",541,"Nitka, Clarence","06-11-2019 10:50:00",25,"chevrolet","pickup",2010,"salvage insurance",149189,"white","  3gcrkse37ag234620",167650663,"colorado"," usa","17 hours left","June","Morning","colorado","CO","Clarence","17 hours left","Group 3"
"543",542,"Raboin, Chase","03-06-2020 15:20:00",1200,"chevrolet","door",2001,"clean vehicle",149543,"red","  2cnbj13c316958216",167781232,"wisconsin"," usa","21 hours left","March","Aftrenoon","wisconsin","WI","Chase","21 hours left","Group 3"
"544",543,"Cousineau, Tom","04-07-2020 11:30:00",6470,"chevrolet","coupe",2010,"clean vehicle",69622,"yellow","  2g1fk1ejxa9163850",167660492,"florida"," usa","22 hours left","April","Morning","florida","FL","Tom","22 hours left","Group 2"
"545",544,"Badura, Shannon","12-24-2019 19:00:00",26400,"ford","door",2017,"clean vehicle",36295,"red","  1ftew1ef3hfb27101",167765284,"michigan"," usa","19 hours left","December","Evening","michigan","MI","Shannon","19 hours left","Group 1"
"546",545,"Kostichka, Norb","04-17-2021 18:30:00",0,"gmc","door",1993,"salvage insurance",0,"light blue","  1gkfk16k5pj701631",167358601,"colorado"," usa","18 hours left","April","Evening","colorado","CO","Norb","18 hours left","Group 0"
"547",546,"Kline, Kent","10-29-2019 17:30:00",32500,"gmc","2500hd",2018,"clean vehicle",14856,"blue","  1gt12seg2jf255666",167604590,"pennsylvania"," usa","1 days left","October","Aftrenoon","pennsylvania","PA","Kent","24 hours left","Group 1"
"548",547,"Miss Knedle, Katherine","04-04-2021 10:00:00",6900,"honda","mpv",2017,"clean vehicle",44129,"brown","  5j6rw1h81hl005542",167702934,"minnesota"," usa","18 hours left","April","Morning","minnesota","MN","Katherine","18 hours left","Group 1"
"549",548,"Ms BenDixen, Lonnie","01-08-2020 17:50:00",11030,"jeep","mpv",2019,"clean vehicle",10861,"yellow","  1c4hjxeg5kw608448",167256958,"michigan"," usa","2 days left","January","Aftrenoon","michigan","MI","Lonnie","48 hours left","Group 1"
"550",549,"Hendricks, Dan","03-20-2021 13:10:00",3460,"hyundai","door",2012,"clean vehicle",142106,"white","  5npeb4ac2ch437716",167697983,"mississippi"," usa","2 days left","March","Aftrenoon","mississippi","MS","Dan","48 hours left","Group 3"
"551",550,"Socha, Melissa","11-18-2019 16:20:00",18000,"mercedes-benz","door",2015,"clean vehicle",82411,"black","  4jgda5hb2fa567147",167609334,"florida"," usa","2 days left","November","Aftrenoon","florida","FL","Melissa","48 hours left","Group 2"
"552",551,"Nitka, Clarence","02-17-2020 10:10:00",3250,"hyundai","door",2015,"clean vehicle",111612,"gray","  5npdh4ae3fh644096",167692885,"california"," usa","20 hours left","February","Morning","california","CA","Clarence","20 hours left","Group 3"
"553",552,"Mr Reimer, Dick","08-28-2020 15:40:00",3210,"nissan","doors",2017,"clean vehicle",35251,"gray","  3n1ab7apxhy232807",167668552,"new jersey"," usa","17 hours left","August","Aftrenoon","new jersey","NJ","Dick","17 hours left","Group 1"
"554",553,"Mrs Karas, Phil","08-02-2020 13:30:00",13200,"chevrolet","door",2017,"clean vehicle",50408,"black","  2gnflfek3h6342356",167772977,"pennsylvania"," usa","2 days left","August","Aftrenoon","pennsylvania","PA","Phil","48 hours left","Group 1"
"555",554,"Trimberger, Jason","11-28-2020 23:00:00",27705,"ford","f-150",2019,"clean vehicle",15630,"gray","  1ftew1e48kfb37676",167763405,"michigan"," usa","19 hours left","November","Night","michigan","MI","Jason","19 hours left","Group 1"
"556",555,"Baranczyk, Kay","02-18-2021 17:10:00",7200,"chevrolet","door",2017,"clean vehicle",53273,"black","  1g1bc5sm8h7200200",167772979,"pennsylvania"," usa","2 days left","February","Aftrenoon","pennsylvania","PA","Kay","48 hours left","Group 2"
"557",556,"Ms Schoen, Lisa","03-31-2020 13:40:00",28714,"ford","f-150",2019,"clean vehicle",14786,"white","  1ftfw1e58kfb37772",167763406,"michigan"," usa","19 hours left","March","Aftrenoon","michigan","MI","Lisa","19 hours left","Group 1"
"558",557,"Callahan, Mark","09-02-2020 19:50:00",11200,"chevrolet","door",2017,"clean vehicle",85315,"white","  2gnflfek3h6341370",167772982,"pennsylvania"," usa","2 days left","September","Evening","pennsylvania","PA","Mark","48 hours left","Group 2"
"559",558,"Mr Frank, Tim","01-24-2020 10:50:00",27502,"ford","f-150",2019,"clean vehicle",16146,"gray","  1ftew1e45kfb69856",167763407,"michigan"," usa","1 minutes","January","Morning","michigan","MI","Tim","0 hours left","Group 1"
"560",559,"Gustafson, Bob","11-15-2019 13:30:00",11900,"chevrolet","door",2017,"clean vehicle",76211,"blue","  2gnflfek5h6341662",167772991,"pennsylvania"," usa","2 days left","November","Aftrenoon","pennsylvania","PA","Bob","48 hours left","Group 2"
"561",560,"Gustafson, Bob","03-20-2020 10:10:00",29314,"ford","f-150",2019,"clean vehicle",15265,"gray","  1ftew1ep6kfb85302",167763410,"michigan"," usa","19 hours left","March","Morning","michigan","MI","Bob","19 hours left","Group 1"
"562",561,"Utech, Carol","06-29-2020 22:10:00",11200,"chevrolet","door",2017,"clean vehicle",79965,"silver","  2gnflfek5h6351639",167772996,"pennsylvania"," usa","2 days left","June","Night","pennsylvania","PA","Carol","48 hours left","Group 2"
"563",562,"Hendricks, Dan","10-16-2019 21:30:00",27002,"ford","f-150",2019,"clean vehicle",16059,"gray","  1ftew1e55kfb96628",167763414,"michigan"," usa","1 minutes","October","Evening","michigan","MI","Dan","0 hours left","Group 1"
"564",563,"VanDenHoven, Bob","12-06-2019 09:20:00",13200,"chevrolet","door",2017,"clean vehicle",62739,"black","  2gnflfek4h6351292",167773002,"pennsylvania"," usa","2 days left","December","Morning","pennsylvania","PA","Bob","48 hours left","Group 2"
"565",564,"Socha, Melissa","12-31-2019 17:10:00",28214,"ford","f-150",2019,"clean vehicle",15569,"white","  1ftfw1e51kfc13333",167763417,"michigan"," usa","19 hours left","December","Aftrenoon","michigan","MI","Melissa","19 hours left","Group 1"
"566",565,"Gustafson, Bob","01-29-2020 15:30:00",12700,"chevrolet","door",2017,"clean vehicle",58932,"black","  2gnflfek8h6350288",167773004,"pennsylvania"," usa","2 days left","January","Aftrenoon","pennsylvania","PA","Bob","48 hours left","Group 2"
"567",566,"Socha, Melissa","02-19-2021 12:10:00",29900,"ford","f-150",2019,"clean vehicle",17488,"white","  1ftfw1e55kfb37583",167763444,"michigan"," usa","2 days left","February","Aftrenoon","michigan","MI","Melissa","48 hours left","Group 1"
"568",567,"Mr Reimer, Dick","07-30-2019 14:20:00",12700,"chevrolet","door",2017,"clean vehicle",60733,"black","  2gnflfek7h6351433",167773005,"pennsylvania"," usa","2 days left","July","Aftrenoon","pennsylvania","PA","Dick","48 hours left","Group 2"
"569",568,"Nitka, Clarence","03-15-2021 12:50:00",27202,"ford","f-150",2019,"clean vehicle",18550,"red","  1ftew1e59kfb37761",167763447,"michigan"," usa","1 minutes","March","Aftrenoon","michigan","MI","Clarence","0 hours left","Group 1"
"570",569,"Mrs Karas, Phil","05-12-2019 10:30:00",13500,"chevrolet","impala",2018,"clean vehicle",53194,"white","  2g1105s3xj9121918",167773137,"new jersey"," usa","7 hours left","May","Morning","new jersey","NJ","Phil","7 hours left","Group 2"
"571",570,"Mrs Karas, Phil","01-22-2020 17:40:00",27705,"ford","f-150",2019,"clean vehicle",17644,"silver","  1ftew1e41kfb70194",167763448,"michigan"," usa","19 hours left","January","Aftrenoon","michigan","MI","Phil","19 hours left","Group 1"
